fz,pn_lot,item_name,okpd2_code,ktru_code,drug_purchase_object
44fz,0372200026523000009_,Изделия культурно-бытового назначения и хозяйственного обихода резиновые формовые (включая спортивные изделия из резины),22.19.73.120,,
44fz,0301200055323000035_,Сметана,,10.51.52.200-00000002,
44fz,0120300001722000144_,Калькулятор электронный,,28.23.12.110-00000001,
44fz,0358300299922000201_,Услуги по заправке картриджей HP LJ M2727 nfs (53A),95.11.10.130,,
44fz,0373100032223000019_,Подставка для канцелярских принадлежностей настольная (органайзер) металлическая,,25.99.22.130-00000009,
44fz,0573200003822000044_,Средства для дезодорирования и ароматизации воздуха в помещениях,,20.41.41.000-00000030,
44fz,0139100006822000002_,Конверт почтовый бумажный,,17.23.12.110-00000002,
44fz,0373200076323000007_,Ополаскиватель для посудомоечных машин,20.41.32.119,,
44fz,0372100015523000215_,Поверка тепловычислителя СПТ 943,33.12.29.900,,
44fz,0860200000823006713_,Тележка для хранения мячей,,32.30.15.113-00000012,
44fz,0372200177323000021_,Обслуживание вентиляторов крышных 5 шт.,33.12.18.000,,
44fz,0850200000422002292_,Вафли,,10.72.12.130-00000002,
44fz,0372200285023000034_,Манометр технический Р=10 кгс/см2,26.51.52.130,,
44fz,0150200003923000752_,Шкаф пятиуровневый тип 1,31.01.12.139,,
44fz,0127300013122000317_,Стул ученический лабораторный,,31.01.11.150-00000014,
44fz,0358300409223000038_,Замена печки Kyocera ECOSYS M2235DN,95.11.10.190,,
44fz,0350100008223000147_,Капуста белокочанная,,01.13.12.120-00000002,
44fz,0864500000223003736_,Уничтожитель колюще-режущих медицинских отходов,,32.50.50.190-00001195,
44fz,0373200032222001129_,Петля гаражная с шаром Ф16 L 120мм,28.30.93.000,,
44fz,0322300007022000328_,Тройник полипропиленовый (Вид 1),22.21.21.129,,
44fz,0131100006622000163_,Восстановление картриджа принтера Canon  LBP-6020В.,95.11.10.130,,
44fz,0301300138122000040_,Стул на металлическом каркасе,,31.01.11.150-00000003,
44fz,0843500000222001083_,Стул ученический,,31.01.11.150-00000021,
44fz,0154100004823000103_,Восстановление картриджа для  HP LaserJet 1020,95.11.10.190,,
44fz,0744200000222005251_,"Профилактический прием (осмотр, консультация) врача профпатолога",86.21.10.120,,
44fz,0744200000223008188_,"Общий холестерин ИВД, набор, ферментный спектрофотометрический анализ",,21.20.23.110-00000303,
44fz,0131100013123000012_,Заправка картриджа N-45807119,95.11.10.130,,
44fz,0318300272522000365_,"Петля гибкая для удаления полипов, многоразового использования",,32.50.50.190-00001078,
44fz,0373200088622000004_,Стол ученический,,31.01.12.122-00000004,
44fz,0372200121122000006_,"Провод монтажный диаметр жилы 0,75 синий",32.99.53.130,,
44fz,0864500000222003819_,Обслуживание по электронным каналам связи по работе с модулем «Учет маркированных товаров» и взаимодействию с ФГИС МДЛП,62.09.20.190,,
44fz,0358300079422000197_,"ФОРСУНКА ВАЗ-21127 ПРИОРА V-1,6 16кл. PEKAR (аналог Элкар)",28.11.41.000,,
44fz,0301200020522000074_,Услуги по профессиональному обучению,,85.31.10.000-00000003,
44fz,0301100011322000029_,Сельдь соленая,,10.20.23.122-00000003,
44fz,0167200003422001839_,Шина пневматическая для легкового автомобиля,22.11.11.000,,
44fz,0127200000222005981_,Стержень для ручки канцелярской,,32.99.14.130-00000003,
44fz,0373200024422000905_,"Нить хирургическая синтетическая, нерассасывающаяся, мононить, 3-10",21.20.24.120,,
44fz,0373200035223000200_,"Талреп, крюк-кольцо, шт",25.94.11.190,,
44fz,0372200215223000022_,"Оказание услуг по сервисному обслуживанию узла учета тепловой энергии (УУТЭ) в ГБДОУ детский сад №32 комбинированного вида Пушкинского района Санкт-Петербурга по адресу: Санкт-Петербург, г. Пушкин, ул. Генерала Хазова, дом 11, литера А",33.12.29.900,,
44fz,0320200004223000300_,Стирательная губка для белой доски,32.99.12.120,,
44fz,0358300180322000030_,Блок фиксации изображения (Fusing Unit) - МФУ Konica Minolta bizhab 211,95.11.10.120,,
44fz,0373200032222001096_,Замена бортового камня в рамках благоустройства территории,42.99.29.100,,
44fz,0131100006623000212_,Заправка тонер-картриджа 45807120,95.11.10.190,,
44fz,0131100013122000021_,Нижняя направляющая узла выхода бумаги,33.12.16.000,,
44fz,0864500000223005735_,Заправка картриджа CANON 703/Q2612A/картридж FX-10,95.11.10.130,,
44fz,0124600005423000017_,Канат для лазания,,32.30.15.299-00000074,
44fz,0372200105022000370_,Двухсторонняя канюля для смешивания стерильных растворов,32.50.13.110,,
44fz,0131100011423000039_,Восстановление картриджей для организационной техники,95.11.10.130,,
44fz,0864500000223001275_,Ремонт (восстановление) картриджа CANON 703/Q2612A/картридж FX-10N 712,95.11.10.130,,
44fz,0372200191023000055_,Картон канцелярский,,17.23.14.120-00000002,
44fz,0335100009923000029_,Обувь специальная кожаная для защиты от механических воздействий,,15.20.32.122-00000020,
44fz,0375200054922000025_,"Заправка картриджа Brother  серия TN-1075  до 1,5к",95.11.10.130,,
44fz,0358300180322000051_,Ролик KONIKA MINOLTA bizhab 211   (МФУ Konica Minolta bizhab 211),95.11.10.120,,
44fz,0320100011223000344_,Смеситель водоразборный,,28.14.12.110-00000019,
44fz,0324300108722000003_,Пневматический пистолет,25.40.12.430,,
44fz,0154100004822000073_,Восстановление картриджа для  Canon LBP-810,95.11.10.130,,
44fz,0138200001822000006_,Дырокол,,25.99.22.130-00000002,
44fz,0167300030623000041_,"Выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автомобильным транспортом по регулируемым тарифам",49.31.21.110,,
